GUID,",","Series/Group              ,","Slate Start ,","Slate End   ,","Writing Types,",Recorded/Digital,,,",",format of most of the information,",",Anything moving on screen during slate?,
cpb-aacip-29-22v41r74,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-22v41rw7,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-23612ngw,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-23hx3j99,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-23vt4f7b,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-246q59kh,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-246q5bk5,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-24jm66rc,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-257d80fh,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-257d80rq,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-257d81b3,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-25k98wnf,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-25x69sbn,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-2683bpc8,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-26m0cjwc,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-26xwdg1n,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-26xwdgbv,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-278sfbrd,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-278sfbzj,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-27zkh42f,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-28ncjx57,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-28ncjxfr,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-2908kszc,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-29b5mpx3,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-29b5mqb1,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-29p2nkqc,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-29p2nkwt,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-31cjt23t,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-322bvtr0,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-322bvtxf,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-322bvtz4,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-32d7wqhk,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-32r4xmjp,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-32r4xmrt,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-32r4xmsh,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-3331zhhx,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-33rv19dq,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-343r263f,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-34fn336x,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-35gb5rgx,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-36547j4c,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-37hqc3vt,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-37hqc3x6,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-37vmd0bw,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-3976hk34,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-3976hkdb,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-39x0kbj8,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-39x0kbs3,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-39x0kbts,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-407wm7v5,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-40ksn40b,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-41zcrpp1,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-4298skrb,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-44bnzxpn,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-451g1qkh,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-45cc2mcs,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-45q83hdw,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-45q83hq3,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-46254dc4,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-46254dk8,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-46qz666z,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-483j9rdh,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-4947df96,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-49g4f9kg,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-49g4fb2s,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-49t1g6vd,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-50tqjwtm,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-51vdnjqn,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-52w3r7n1,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-52w3r7tg,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-52w3r7v5,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-5370s50h,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-53jwt1h2,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-53jwt1ph,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-54xgxkpd,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-54xgxkq3,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-558czgjk,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-55z6187s,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-5693253z,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-56n031wk,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-56zw3z50,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-579s4tz4,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-580k6mn8,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-580k6mpz,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-58bg7hhx,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-5918995c,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-59q2c2cp,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-59q2c2kt,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-60qrfrn3,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-60qrfrwx,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-62s4n3r1,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-62s4n416,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-63stqsfd,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-644qrnq6,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-64gmsjr9,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-64thtffh,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-655dvbrn,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-65h9w7h7,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-65h9w7jx,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-65h9w7sr,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-65h9w7tf,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-65h9w7v4,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-65v6x3zz,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-6663z0sf,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-6663z0x6,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-6663z15p,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-66j0zwx0,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-66j0zx2d,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-67wm3g6q,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-67wm3gbg,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-687h4c81,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-687h4cds,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-698671m1,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-698671sg,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-69m37z5h,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-708w9q81,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-719kdct5,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-71ngf9dz,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-741rnhg9,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-741rnhrt,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-74cnpdks,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-74qjq9rn,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-75dbs3m7,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-75dbs3r0,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-75r7t06c,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-7634tw82,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-76rxwp1h,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-773txjhf,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-773txjj4,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-77fqzfx4,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-77sn0b81,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-784j17g3,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-78gf2427,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-79573wqd,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-79h44stw,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-805x6k3h,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-80vq8c08,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-80vq8c1z,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-8279cxrv,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-82x3fqjj,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-82x3fqk7,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-8380gm8z,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-83xsjd0q,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-848pk8xm,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-848pk953,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-848pk97g,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-84zgn2bq,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-859cnzb1,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-85n8pvdt,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-86nzshn6,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-87pnw6kk,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-89280s48,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-89d51nrf,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-89r22jwm,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-902z3f5t,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-913n63rn,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-924b8skb,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-924b8spd,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-92g79phc,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-92g79pn4,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-92t4bk78,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-93gxdc39,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-93gxdc40,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-93ttf81b,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-945qg4xj,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-95j9kqbc,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-95j9kqc2,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-95w6mmd5,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-95w6mmfv,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-96wwq8s9,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-97kps2sn,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-988gtv0h,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-98mcvr7r,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-9995xhpd,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-99n2zdmf,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-293-010p2p8b,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-01pg4g4m,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-06g1jz0d,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-09w0vvkm,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-09w0vvmb,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-09w0vvn2,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-10wpzhzm,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-11xd26jv,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-12z34wcw,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-13905s6d,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-150gb7gz,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-15p8d19h,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-203xsmj3,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-214mw928,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-21tdz2qh,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-22v41qsj,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-23612nbz,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-24wh739f,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-26xwdfs8,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-27zkh42c,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-289gj1b9,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-29p2nkd9,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-3331zh7t,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-34sj3zsk,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-34sj3zt9,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-354f4v9k,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-354f4vdr,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-375tb6ts,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-4298skf3,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-43nvx51q,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-43nvx52f,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-45q83h0w,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-49g4f9sk,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-49g4f9t9,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-51hhmnhg,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-52w3r72z,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-52w3r74d,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-558czg7d,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-569324nb,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-580k6m48,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-58bg7gzj,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-61rfjdrs,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-623bk8w4,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-6341p02r,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-6341p046,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-644qrnt2,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-644qrnvs,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-64thtfb3,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-655dvb2f,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-68kd583c,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-6w96688v,"2w,","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-70zpcgt5,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-72p5hz9p,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-741rnhpt,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-75dbs33d,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-80ht7g6w,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-81wdc15c,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-82x3fpx8,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-848pk8j5,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-859cnz2p,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-881jx2zw,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-88qbzvm5,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-8s4jm23q,"7p,","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-902z3f4h,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-90rr574p,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-96wwq8g7,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-96wwq8kd,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-98mcvqvw,",","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-9p2w37m3,"4v,","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-m32n58d0,"30,","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-293-nv9959cq,"58,","Evening Exchange          ,",",",",",",",,,,",",,",",,
cpb-aacip-322-010p2nk6,",","Sun Coast Business Forum  ,",",",",",",",,,,",",,",",,
cpb-aacip-322-010p2pbt,",","Gulf Coast Journal        ,",",",",",",",,,,",",,",",,
cpb-aacip-322-01pg4g0r,",","Gulf Coast Journal        ,",",",",",",",,,,",",,",",,
cpb-aacip-322-02q574d2,",","Gulf Coast Journal        ,",",",",",",",,,,",",,",",,
cpb-aacip-322-032280rr,",","Sun Coast Business Forum  ,",",",",",",",,,,",",,",",,
cpb-aacip-322-03cz8wm6,",","Sun Coast Business Forum  ,",",",",",",",,,,",",,",",,
cpb-aacip-322-03cz8wnx,",","Sun Coast Business Forum  ,",",",",",",",,,,",",,",",,
cpb-aacip-322-03qv9sgw,",","Sun Coast Business Forum  ,",",",",",",",,,,",",,",",,
cpb-aacip-322-03qv9t6s,",","Gulf Coast Journal        ,",",",",",",",,,,",",,",",,
cpb-aacip-322-06sxkt7t,",","Sun Coast Business Forum  ,",",",",",",",,,,",",,",",,
cpb-aacip-322-074tmq32,",","Sun Coast Business Forum  ,",",",",",",",,,,",",,",",,
cpb-aacip-322-07gqnmpz,",","Gulf Coast Journal        ,",",",",",",",,,,",",,",",,
